Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2025-01-07 19:28:00,AltoScheda Giorno 1,59m,Dips alle Parallele,1,0.0,12,0,0,,,
2025-01-07 19:28:00,AltoScheda Giorno 1,59m,Dips alle Parallele,2,0.0,12,0,0,,,
2025-01-07 19:28:00,AltoScheda Giorno 1,59m,Dips alle Parallele,3,0.0,10,0,0,,,
2025-01-07 19:28:00,AltoScheda Giorno 1,59m,Dips alle Parallele,4,0.0,8,0,0,,,
2025-01-07 19:28:00,AltoScheda Giorno 1,59m,French Presses al Cavo Basso in Piedi,1,17.75,12,0,0,,,
2025-01-07 19:28:00,AltoScheda Giorno 1,59m,French Presses al Cavo Basso in Piedi,2,17.5,10,0,0,,,
2025-01-07 19:28:00,AltoScheda Giorno 1,59m,French Presses al Cavo Basso in Piedi,3,17.5,10,0,0,,,
2025-01-07 19:28:00,AltoScheda Giorno 1,59m,French Presses al Cavo Basso in Piedi,4,17.5,10,0,0,,,
2025-01-07 19:28:00,AltoScheda Giorno 1,59m,French Presses con Un Manubrio da Seduti,1,16.0,12,0,0,,,
2025-01-07 19:28:00,AltoScheda Giorno 1,59m,French Presses con Un Manubrio da Seduti,2,16.0,12,0,0,,,
2025-01-07 19:28:00,AltoScheda Giorno 1,59m,French Presses con Un Manubrio da Seduti,3,16.0,12,0,0,,,
2025-01-07 19:28:00,AltoScheda Giorno 1,59m,French Presses con Un Manubrio da Seduti,4,16.0,12,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Distensioni su Panca Piana con Bilanciere,1,60.0,12,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Distensioni su Panca Piana con Bilanciere,2,60.0,10,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Distensioni su Panca Piana con Bilanciere,3,60.0,10,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Distensioni su Panca Piana con Bilanciere,4,60.0,8,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Distensioni su Panca Inclinata con Manubri,1,14.0,14,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Distensioni su Panca Inclinata con Manubri,2,14.0,14,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Distensioni su Panca Inclinata con Manubri,3,14.0,14,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Distensioni su Panca Inclinata con Manubri,4,14.0,14,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Flies al Cavo Alto,1,15.0,12,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Flies al Cavo Alto,2,20.0,12,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Flies al Cavo Alto,3,20.0,12,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Flies al Cavo Alto,4,20.0,12,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Flies al Cavo Basso,1,10.0,12,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Flies al Cavo Basso,2,10.0,10,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Flies al Cavo Basso,3,10.0,10,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Flies al Cavo Basso,4,10.0,10,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Curls con Barra EZ,1,10.0,12,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Curls con Barra EZ,2,10.0,12,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Curls con Barra EZ,3,10.0,12,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Curls con Barra EZ,4,10.0,12,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Curls con Barra EZ,5,10.0,12,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Curls a Martello,1,16.0,10,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Curls a Martello,2,14.0,10,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Curls a Martello,3,14.0,10,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Curls a Martello,4,14.0,10,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Curls al Cavo Basso,1,20.0,8,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Curls al Cavo Basso,2,20.0,8,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Curls al Cavo Basso,3,20.0,8,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Curls al Cavo Basso,4,20.0,8,0,0,,,
2025-01-04 16:26:00,AltoScheda Giorno 2,61m,Curls al Cavo Basso,5,20.0,8,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,Trazioni alla Sbarra,1,0.0,6,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,Trazioni alla Sbarra,2,0.0,6,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,Trazioni alla Sbarra,3,0.0,6,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,Trazioni alla Sbarra,4,0.0,6,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,Trazioni alla Sbarra,5,0.0,6,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,Trazioni alla Sbarra,6,0.0,6,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,Rematore a Una Mano con Manubrio,1,18.0,12,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,Rematore a Una Mano con Manubrio,2,20.0,12,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,Rematore a Una Mano con Manubrio,3,22.0,10,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,Rematore a Una Mano con Manubrio,4,22.0,11,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,Pulley Seduto Cable Machine,1,50.0,12,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,Pulley Seduto Cable Machine,2,50.0,10,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,Pulley Seduto Cable Machine,3,55.0,10,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,Pulley Seduto Cable Machine,4,55.0,8,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,Lat Pull-Downs al Cavo Alto a Presa Stretta,1,55.0,10,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,Lat Pull-Downs al Cavo Alto a Presa Stretta,2,55.0,10,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,Lat Pull-Downs al Cavo Alto a Presa Stretta,3,60.0,10,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,Lat Pull-Downs al Cavo Alto a Presa Stretta,4,60.0,10,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,Dips alle Parallele,1,0.0,12,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,Dips alle Parallele,2,0.0,12,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,Dips alle Parallele,3,0.0,10,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,Dips alle Parallele,4,0.0,8,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,French Presses al Cavo Basso in Piedi,1,15.0,12,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,French Presses al Cavo Basso in Piedi,2,17.5,10,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,French Presses al Cavo Basso in Piedi,3,17.5,10,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,French Presses al Cavo Basso in Piedi,4,17.5,12,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,French Presses con Un Manubrio da Seduti,1,16.0,12,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,French Presses con Un Manubrio da Seduti,2,16.0,12,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,French Presses con Un Manubrio da Seduti,3,16.0,12,0,0,,,
2024-12-23 17:52:00,AltoScheda Giorno 1,68m,French Presses con Un Manubrio da Seduti,4,16.0,12,0,0,,,
2024-12-19 18:43:00,AltoScheda Giorno 3,55m,Distensioni Sopra la Testa con Manubri in Piedi,1,15.0,12,0,0,,,
2024-12-19 18:43:00,AltoScheda Giorno 3,55m,Distensioni Sopra la Testa con Manubri in Piedi,2,15.0,12,0,0,,,
2024-12-19 18:43:00,AltoScheda Giorno 3,55m,Distensioni Sopra la Testa con Manubri in Piedi,3,15.0,12,0,0,,,
2024-12-19 18:43:00,AltoScheda Giorno 3,55m,Distensioni Sopra la Testa con Manubri in Piedi,4,15.0,12,0,0,,,
2024-12-19 18:43:00,AltoScheda Giorno 3,55m,Distensioni Sopra la Testa con Manubri in Piedi,5,15.0,12,0,0,,,
2024-12-19 18:43:00,AltoScheda Giorno 3,55m,Alzate Laterali a Una Mano al Cavo Basso,1,5.0,12,0,0,,,
2024-12-19 18:43:00,AltoScheda Giorno 3,55m,Alzate Laterali a Una Mano al Cavo Basso,2,5.0,12,0,0,,,
2024-12-19 18:43:00,AltoScheda Giorno 3,55m,Alzate Laterali a Una Mano al Cavo Basso,3,5.0,12,0,0,,,
2024-12-19 18:43:00,AltoScheda Giorno 3,55m,Alzate Laterali a Una Mano al Cavo Basso,4,5.0,12,0,0,,,
2024-12-19 18:43:00,AltoScheda Giorno 3,55m,Alzate Laterali a Una Mano al Cavo Basso,5,5.0,12,0,0,,,
2024-12-19 18:43:00,AltoScheda Giorno 3,55m,Trazioni al Volto al Cavo,1,20.0,12,0,0,,,
2024-12-19 18:43:00,AltoScheda Giorno 3,55m,Trazioni al Volto al Cavo,2,20.0,12,0,0,,,
2024-12-19 18:43:00,AltoScheda Giorno 3,55m,Trazioni al Volto al Cavo,3,22.5,12,0,0,,,
2024-12-19 18:43:00,AltoScheda Giorno 3,55m,Trazioni al Volto al Cavo,4,25.0,12,0,0,,,
2024-12-19 18:43:00,AltoScheda Giorno 3,55m,Trazioni al Volto al Cavo,5,25.0,12,0,0,,,
2024-12-19 18:43:00,AltoScheda Giorno 3,55m,Shrugs con Manubri,1,30.0,15,0,0,,,
2024-12-19 18:43:00,AltoScheda Giorno 3,55m,Shrugs con Manubri,2,30.0,15,0,0,,,
2024-12-19 18:43:00,AltoScheda Giorno 3,55m,Shrugs con Manubri,3,30.0,15,0,0,,,
2024-12-19 18:43:00,AltoScheda Giorno 3,55m,Shrugs con Manubri,4,30.0,15,0,0,,,
2024-12-19 18:43:00,AltoScheda Giorno 3,55m,Shrugs con Manubri,5,30.0,15,0,0,,,
2024-12-19 19:42:00,AltoScheda Giorno 4,14m,Crunches,1,0.0,20,0,0,,,
2024-12-19 19:42:00,AltoScheda Giorno 4,14m,Crunches,2,0.0,15,0,0,,,
2024-12-19 19:42:00,AltoScheda Giorno 4,14m,Crunches,3,0.0,15,0,0,,,
2024-12-19 19:42:00,AltoScheda Giorno 4,14m,Crunches,4,0.0,15,0,0,,,
2024-12-19 19:42:00,AltoScheda Giorno 4,14m,Alzate di Gambe alla Macchina,1,0.0,20,0,0,,,
2024-12-19 19:42:00,AltoScheda Giorno 4,14m,Alzate di Gambe alla Macchina,2,0.0,20,0,0,,,
2024-12-19 19:42:00,AltoScheda Giorno 4,14m,Alzate di Gambe alla Macchina,3,0.0,20,0,0,,,
2024-12-19 19:42:00,AltoScheda Giorno 4,14m,Alzate di Gambe alla Macchina,4,0.0,25,0,0,,,
2024-12-18 19:35:00,AltoScheda Giorno 3,40m,Affondi con Manubri,1,20.0,12,0,0,,,
2024-12-18 19:35:00,AltoScheda Giorno 3,40m,Affondi con Manubri,2,20.0,10,0,0,,,
2024-12-18 19:35:00,AltoScheda Giorno 3,40m,Affondi con Manubri,3,20.0,10,0,0,,,
2024-12-18 19:35:00,AltoScheda Giorno 3,40m,Affondi con Manubri,4,20.0,8,0,0,,,
2024-12-18 19:35:00,AltoScheda Giorno 3,40m,Squat con Bilanciere,1,40.0,12,0,0,,,
2024-12-18 19:35:00,AltoScheda Giorno 3,40m,Squat con Bilanciere,2,40.0,10,0,0,,,
2024-12-18 19:35:00,AltoScheda Giorno 3,40m,Squat con Bilanciere,3,40.0,10,0,0,,,
2024-12-18 19:35:00,AltoScheda Giorno 3,40m,Squat con Bilanciere,4,40.0,8,0,0,,,
2024-12-18 19:35:00,AltoScheda Giorno 3,40m,Estensioni delle Gambe,1,50.0,14,0,0,,,
2024-12-18 19:35:00,AltoScheda Giorno 3,40m,Estensioni delle Gambe,2,50.0,14,0,0,,,
2024-12-18 19:35:00,AltoScheda Giorno 3,40m,Estensioni delle Gambe,3,55.0,14,0,0,,,
2024-12-18 19:35:00,AltoScheda Giorno 3,40m,Estensioni delle Gambe,4,55.0,14,0,0,,,
2024-12-18 19:35:00,AltoScheda Giorno 3,40m,Flessioni delle Gambe da Seduti,1,50.0,14,0,0,,,
2024-12-18 19:35:00,AltoScheda Giorno 3,40m,Flessioni delle Gambe da Seduti,2,50.0,14,0,0,,,
2024-12-18 19:35:00,AltoScheda Giorno 3,40m,Flessioni delle Gambe da Seduti,3,50.0,14,0,0,,,
2024-12-18 19:35:00,AltoScheda Giorno 3,40m,Flessioni delle Gambe da Seduti,4,50.0,14,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Distensioni su Panca Piana con Bilanciere,1,50.0,12,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Distensioni su Panca Piana con Bilanciere,2,50.0,10,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Distensioni su Panca Piana con Bilanciere,3,50.0,10,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Distensioni su Panca Piana con Bilanciere,4,50.0,8,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Distensioni su Panca Inclinata con Manubri,1,14.0,14,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Distensioni su Panca Inclinata con Manubri,2,14.0,14,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Distensioni su Panca Inclinata con Manubri,3,15.0,14,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Distensioni su Panca Inclinata con Manubri,4,15.0,14,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Flies al Cavo Alto,1,15.0,12,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Flies al Cavo Alto,2,20.0,12,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Flies al Cavo Alto,3,20.0,12,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Flies al Cavo Alto,4,20.0,9,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Flies al Cavo Basso,1,7.5,12,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Flies al Cavo Basso,2,7.5,10,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Flies al Cavo Basso,3,7.5,10,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Flies al Cavo Basso,4,7.5,10,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Curls con Barra EZ,1,10.0,12,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Curls con Barra EZ,2,10.0,10,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Curls con Barra EZ,3,10.0,10,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Curls con Barra EZ,4,10.0,10,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Curls con Barra EZ,5,10.0,10,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Curls a Martello,1,14.0,10,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Curls a Martello,2,14.0,10,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Curls a Martello,3,14.0,10,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Curls a Martello,4,14.0,10,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Curls al Cavo Basso,1,17.5,8,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Curls al Cavo Basso,2,17.5,8,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Curls al Cavo Basso,3,17.5,8,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Curls al Cavo Basso,4,17.5,8,0,0,,,
2024-12-17 18:40:00,AltoScheda Giorno 2,78m,Curls al Cavo Basso,5,17.5,8,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,Lat Pull-Downs al Cavo Alto a Presa Stretta,1,55.0,10,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,Lat Pull-Downs al Cavo Alto a Presa Stretta,2,55.0,10,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,Lat Pull-Downs al Cavo Alto a Presa Stretta,3,55.0,10,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,Trazioni alla Sbarra,1,0.0,6,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,Trazioni alla Sbarra,2,0.0,6,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,Trazioni alla Sbarra,3,0.0,6,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,Trazioni alla Sbarra,4,0.0,6,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,Rematore a Una Mano con Manubrio,1,18.0,12,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,Rematore a Una Mano con Manubrio,2,18.0,10,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,Rematore a Una Mano con Manubrio,3,18.0,10,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,Rematore a Una Mano con Manubrio,4,18.0,8,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,Pulley Seduto Cable Machine,1,44.0,12,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,Pulley Seduto Cable Machine,2,45.0,10,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,Pulley Seduto Cable Machine,3,45.0,10,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,Pulley Seduto Cable Machine,4,50.0,8,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,Dips alle Parallele,1,0.0,12,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,Dips alle Parallele,2,0.0,10,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,Dips alle Parallele,3,0.0,10,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,Dips alle Parallele,4,0.0,8,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,French Presses al Cavo Basso in Piedi,1,15.0,12,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,French Presses al Cavo Basso in Piedi,2,15.0,10,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,French Presses al Cavo Basso in Piedi,3,17.5,10,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,French Presses al Cavo Basso in Piedi,4,17.5,10,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,French Presses con Un Manubrio da Seduti,1,14.0,12,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,French Presses con Un Manubrio da Seduti,2,14.0,12,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,French Presses con Un Manubrio da Seduti,3,14.0,12,0,0,,,
2024-12-12 19:01:00,AltoScheda Giorno 1,68m,French Presses con Un Manubrio da Seduti,4,14.0,12,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Distensioni su Panca Piana con Bilanciere,1,60.0,12,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Distensioni su Panca Piana con Bilanciere,2,60.0,10,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Distensioni su Panca Piana con Bilanciere,3,60.0,10,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Distensioni su Panca Piana con Bilanciere,4,60.0,8,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Distensioni su Panca Inclinata con Manubri,1,15.0,14,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Distensioni su Panca Inclinata con Manubri,2,15.0,14,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Distensioni su Panca Inclinata con Manubri,3,15.0,14,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Distensioni su Panca Inclinata con Manubri,4,15.0,14,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Flies al Cavo Alto,1,20.0,12,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Flies al Cavo Alto,2,20.0,12,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Flies al Cavo Alto,3,15.0,12,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Flies al Cavo Alto,4,15.0,12,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Flies al Cavo Basso,1,7.5,12,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Flies al Cavo Basso,2,7.5,10,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Flies al Cavo Basso,3,10.0,10,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Flies al Cavo Basso,4,10.0,10,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Curls a Martello,1,14.0,10,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Curls a Martello,2,14.0,10,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Curls a Martello,3,14.0,10,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Curls a Martello,4,14.0,10,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Curls con Barra EZ,1,10.0,12,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Curls con Barra EZ,2,10.0,12,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Curls con Barra EZ,3,10.0,12,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Curls con Barra EZ,4,10.0,12,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Curls con Barra EZ,5,10.0,12,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Curls al Cavo Basso,1,17.5,8,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Curls al Cavo Basso,2,17.5,8,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Curls al Cavo Basso,3,17.5,8,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Curls al Cavo Basso,4,17.5,8,0,0,,,
2024-11-20 19:47:00,AltoScheda Giorno 2,74m,Curls al Cavo Basso,5,17.5,8,0,0,,,
2024-11-19 18:48:00,AltoScheda Giorno 1,76m,Trazioni alla Sbarra,1,0.0,6,0,0,,,
2024-11-19 18:48:00,AltoScheda Giorno 1,76m,Trazioni alla Sbarra,2,0.0,6,0,0,,,
2024-11-19 18:48:00,AltoScheda Giorno 1,76m,Trazioni alla Sbarra,3,0.0,6,0,0,,,
2024-11-19 18:48:00,AltoScheda Giorno 1,76m,Trazioni alla Sbarra,4,0.0,6,0,0,,,
2024-11-19 18:48:00,AltoScheda Giorno 1,76m,Trazioni alla Sbarra,5,0.0,6,0,0,,,
2024-11-19 18:48:00,AltoScheda Giorno 1,76m,Trazioni alla Sbarra,6,0.0,6,0,0,,,
2024-11-19 18:48:00,AltoScheda Giorno 1,76m,Pulley Seduto Cable Machine,1,50.0,12,0,0,,,
2024-11-19 18:48:00,AltoScheda Giorno 1,76m,Pulley Seduto Cable Machine,2,50.0,10,0,0,,,
2024-11-19 18:48:00,AltoScheda Giorno 1,76m,Pulley Seduto Cable Machine,3,50.0,10,0,0,,,
2024-11-19 18:48:00,AltoScheda Giorno 1,76m,Pulley Seduto Cable Machine,4,50.0,8,0,0,,,
2024-11-19 18:48:00,AltoScheda Giorno 1,76m,Lat Pull-Downs al Cavo Alto a Presa Stretta,1,50.0,10,0,0,,,
2024-11-19 18:48:00,AltoScheda Giorno 1,76m,Lat Pull-Downs al Cavo Alto a Presa Stretta,2,55.0,10,0,0,,,
2024-11-19 18:48:00,AltoScheda Giorno 1,76m,Lat Pull-Downs al Cavo Alto a Presa Stretta,3,55.0,10,0,0,,,
